dataset,row_id,feature_group_id,defects,partition
KC2,0,0,False,train
KC2,1,1,True,train
KC2,2,2,True,train
KC2,3,3,True,train
KC2,4,4,True,train
KC2,5,5,True,train
KC2,6,6,True,validation
KC2,7,7,False,train
KC2,8,8,False,train
KC2,9,9,False,validation
KC2,10,10,False,train
KC2,11,11,False,train
KC2,12,12,False,validation
KC2,13,13,False,validation
KC2,14,14,False,test
KC2,15,15,False,train
KC2,16,16,False,train
KC2,17,17,False,train
KC2,18,18,False,train
KC2,19,18,False,train
KC2,20,19,False,test
KC2,21,19,False,test
KC2,22,20,False,test
KC2,23,21,False,validation
KC2,24,22,False,train
KC2,25,7,False,train
KC2,26,23,False,test
KC2,27,24,False,train
KC2,28,25,False,validation
KC2,29,26,False,test
KC2,30,27,False,test
KC2,31,28,False,validation
KC2,32,29,False,train
KC2,33,30,False,validation
KC2,34,31,False,train
KC2,35,32,False,train
KC2,36,33,False,train
KC2,37,34,False,train
KC2,38,35,False,train
KC2,39,36,False,train
KC2,40,37,False,train
KC2,41,37,False,train
KC2,42,37,False,train
KC2,43,37,False,train
KC2,44,37,False,train
KC2,45,37,False,train
KC2,46,37,False,train
KC2,47,38,False,train
KC2,48,39,False,validation
KC2,49,40,False,train
KC2,50,41,False,validation
KC2,51,42,False,validation
KC2,52,43,False,train
KC2,53,44,False,train
KC2,54,45,False,train
KC2,55,46,False,train
KC2,56,47,False,validation
KC2,57,48,False,train
KC2,58,49,False,train
KC2,59,48,False,train
KC2,60,50,False,train
KC2,61,51,False,validation
KC2,62,7,False,train
KC2,63,52,False,train
KC2,64,53,False,train
KC2,65,54,False,test
KC2,66,55,False,train
KC2,67,56,False,test
KC2,68,57,False,train
KC2,69,58,False,test
KC2,70,59,False,train
KC2,71,37,False,train
KC2,72,60,False,test
KC2,73,61,False,train
KC2,74,62,False,train
KC2,75,63,False,test
KC2,76,64,False,test
KC2,77,65,False,test
KC2,78,66,False,train
KC2,79,67,False,train
KC2,80,7,False,train
KC2,81,68,False,train
KC2,82,69,False,test
KC2,83,70,False,train
KC2,84,37,False,train
KC2,85,71,False,train
KC2,86,72,False,train
KC2,87,73,False,train
KC2,88,74,False,train
KC2,89,75,False,validation
KC2,90,7,False,train
KC2,91,76,False,validation
KC2,92,77,False,test
KC2,93,37,False,train
KC2,94,78,False,test
KC2,95,79,False,train
KC2,96,80,False,train
KC2,97,81,False,validation
KC2,98,82,False,validation
KC2,99,26,False,test
KC2,100,37,False,train
KC2,101,83,False,train
KC2,102,37,False,train
KC2,103,37,False,train
KC2,104,37,False,train
KC2,105,84,False,train
KC2,106,85,False,train
KC2,107,37,False,train
KC2,108,37,False,train
KC2,109,63,False,test
KC2,110,26,False,test
KC2,111,86,False,validation
KC2,112,63,False,test
KC2,113,87,False,train
KC2,114,63,False,test
KC2,115,63,False,test
KC2,116,87,False,train
KC2,117,87,False,train
KC2,118,88,False,train
KC2,119,89,False,train
KC2,120,87,False,train
KC2,121,87,False,train
KC2,122,90,False,train
KC2,123,87,False,train
KC2,124,91,False,train
KC2,125,63,False,test
KC2,126,87,False,train
KC2,127,87,False,train
KC2,128,63,False,test
KC2,129,92,False,validation
KC2,130,93,False,test
KC2,131,94,False,test
KC2,132,95,False,test
KC2,133,96,False,train
KC2,134,97,False,train
KC2,135,98,False,train
KC2,136,37,False,train
KC2,137,37,False,train
KC2,138,37,False,train
KC2,139,99,False,train
KC2,140,63,False,test
KC2,141,26,False,test
KC2,142,100,False,train
KC2,143,7,False,train
KC2,144,101,False,train
KC2,145,63,False,test
KC2,146,102,False,train
KC2,147,103,False,train
KC2,148,104,False,train
KC2,149,105,False,test
KC2,150,106,False,train
KC2,151,107,False,train
KC2,152,108,False,test
KC2,153,109,False,train
KC2,154,110,False,train
KC2,155,111,False,train
KC2,156,112,False,test
KC2,157,113,False,test
KC2,158,114,False,train
KC2,159,115,False,train
KC2,160,116,False,train
KC2,161,37,False,train
KC2,162,37,False,train
KC2,163,117,False,train
KC2,164,37,False,train
KC2,165,37,False,train
KC2,166,37,False,train
KC2,167,118,False,train
KC2,168,119,False,validation
KC2,169,120,False,validation
KC2,170,121,False,train
KC2,171,122,False,validation
KC2,172,7,False,train
KC2,173,123,False,train
KC2,174,124,False,validation
KC2,175,9,False,validation
KC2,176,125,False,train
KC2,177,126,False,train
KC2,178,127,False,test
KC2,179,128,False,train
KC2,180,129,False,train
KC2,181,130,False,train
KC2,182,131,False,validation
KC2,183,132,False,train
KC2,184,133,False,train
KC2,185,134,False,train
KC2,186,135,False,test
KC2,187,135,False,test
KC2,188,135,False,test
KC2,189,135,False,test
KC2,190,135,False,test
KC2,191,135,False,test
KC2,192,135,False,test
KC2,193,135,False,test
KC2,194,136,False,test
KC2,195,137,False,test
KC2,196,138,False,train
KC2,197,139,False,train
KC2,198,37,False,train
KC2,199,140,False,test
KC2,200,141,False,train
KC2,201,142,False,train
KC2,202,143,False,train
KC2,203,144,False,validation
KC2,204,145,False,train
KC2,205,146,False,train
KC2,206,147,False,validation
KC2,207,148,False,train
KC2,208,149,False,train
KC2,209,37,False,train
KC2,210,37,False,train
KC2,211,150,False,train
KC2,212,37,False,train
KC2,213,151,False,validation
KC2,214,150,False,train
KC2,215,37,False,train
KC2,216,37,False,train
KC2,217,37,False,train
KC2,218,37,False,train
KC2,219,37,False,train
KC2,220,37,False,train
KC2,221,37,False,train
KC2,222,37,False,train
KC2,223,152,False,validation
KC2,224,37,False,train
KC2,225,37,False,train
KC2,226,37,False,train
KC2,227,37,False,train
KC2,228,37,False,train
KC2,229,37,False,train
KC2,230,153,False,train
KC2,231,37,False,train
KC2,232,37,False,train
KC2,233,37,False,train
KC2,234,152,False,validation
